order_id,user_id,order_timestamp,order_value,discount_amount,shipping_cost,payment_method,delivery_type,is_first_order
7423,11486,2024-12-27,209.35,25.33,1.83,credit_card,express_shipping,1
7424,11703,2025-12-10,204.65,13.58,6.26,paypal,express_shipping,0
7425,10560,2026-06-13,206.47,22.18,4.61,credit_card,standard_shipping,1
7426,10916,2026-06-17,166.1,39.91,6.24,credit_card,standard_shipping,1
7427,5689,2025-12-13,191.54,5.42,0.16,apple_pay,express_shipping,1
7428,10908,2026-02-20,222.68,6.71,1.59,apple_pay,standard_shipping,1
7429,5204,2025-01-06,127.31,26.76,6.3,apple_pay,express_shipping,1
7430,2056,2024-02-24,63.56,15.47,3.94,credit_card,standard_shipping,0
7431,8862,2024-10-21,80.66,17.91,7.47,credit_card,express_shipping,1
7432,11129,2024-09-21,83.07,9.33,9.35,paypal,express_shipping,0
7433,6789,2025-08-09,45.23,12.51,8.48,apple_pay,standard_shipping,0
7434,8216,2026-09-24,80.43,8.06,13.23,credit_card,standard_shipping,0
7435,11018,2025-09-14,170.01,25.62,6.33,credit_card,express_shipping,0
7436,5388,2024-04-30,74.82,24.51,5.2,apple_pay,express_shipping,0
7437,10507,2025-10-21,88.93,17.96,3.84,paypal,express_shipping,0
7438,10031,2024-10-17,238.61,28.02,1.07,credit_card,express_shipping,1
7439,193,2025-08-02,245.87,7.05,6.74,paypal,express_shipping,1
7440,4816,2024-02-05,116.48,38.52,11.04,apple_pay,express_shipping,0
7441,6114,2024-05-14,126.41,24.41,5.17,paypal,standard_shipping,0
7442,9021,2025-05-31,48.12,35.94,4.6,apple_pay,express_shipping,1
7443,8217,2026-05-09,230.56,9.9,10.32,credit_card,standard_shipping,0
7444,4121,2024-05-06,151.09,9.77,11.99,paypal,standard_shipping,0
7445,11034,2024-08-20,209.1,33.11,5.07,credit_card,standard_shipping,0
7446,10064,2025-09-07,18.17,29.7,7.91,credit_card,express_shipping,1
7447,9187,2026-02-04,201.64,36.51,6.81,paypal,standard_shipping,0
7448,6149,2026-12-19,106.44,36.88,3.22,paypal,express_shipping,0
7449,3463,2026-12-03,148.14,37.39,8.75,apple_pay,express_shipping,0
7450,403,2025-10-17,115.59,9.61,4.91,credit_card,standard_shipping,0
7451,7467,2026-09-23,88.35,24.83,2.95,credit_card,express_shipping,0
7452,7572,2025-04-02,160.99,29.2,13.14,credit_card,standard_shipping,0
7453,10912,2026-12-10,248.16,37.02,6.88,credit_card,express_shipping,1
7454,9358,2026-07-31,44.36,1.19,13.88,paypal,standard_shipping,0
7455,4933,2024-07-16,167.68,14.44,6.19,credit_card,express_shipping,1
7456,2217,2025-12-05,86.1,39.91,13.02,paypal,express_shipping,0
7457,5,2026-07-07,45.07,29.97,8.95,apple_pay,standard_shipping,0
7458,721,2026-06-01,168.81,8.33,5.86,paypal,express_shipping,1
7459,2954,2025-11-05,76.48,29.14,9.43,credit_card,express_shipping,1
7460,4946,2026-10-03,125.68,15.89,0.51,apple_pay,express_shipping,0
7461,2672,2024-05-14,233.92,35.55,14.73,paypal,standard_shipping,1
7462,10785,2026-12-04,134.23,22.99,10.94,credit_card,standard_shipping,0
7463,4310,2024-09-29,124.56,28.25,0.88,paypal,express_shipping,1
7464,6811,2026-04-19,114.99,34.18,4.34,paypal,express_shipping,0
7465,3584,2026-12-16,190.16,26.49,8.48,apple_pay,express_shipping,0
7466,200,2026-04-24,92.91,38.4,10.44,paypal,standard_shipping,0
7467,6923,2024-07-08,197.66,23.88,12.37,credit_card,standard_shipping,1
7468,9103,2024-02-02,28.76,37.69,6.31,apple_pay,standard_shipping,0
7469,5606,2025-02-19,88.81,9.91,7.93,credit_card,standard_shipping,0
7470,4494,2025-11-22,117.06,2.3,4.04,credit_card,express_shipping,1
7471,4519,2025-10-26,217.16,16.21,0.39,apple_pay,standard_shipping,0
7472,2581,2024-04-01,109.97,33.63,11.7,credit_card,standard_shipping,0
7473,8133,2025-05-21,46.57,20.73,13.83,credit_card,standard_shipping,1
7474,10689,2025-06-21,167.29,25.28,14.43,apple_pay,standard_shipping,1
7475,9012,2024-06-14,132.47,34.71,9.39,paypal,express_shipping,1
7476,8463,2024-08-05,137.18,7.74,8.48,apple_pay,standard_shipping,1
7477,2083,2024-10-27,115.56,34.45,0.04,paypal,express_shipping,0
7478,3176,2024-04-15,206.19,39.41,11.98,credit_card,express_shipping,0
7479,6853,2026-06-25,36.56,15.66,6.31,credit_card,standard_shipping,0
7480,7170,2024-05-15,240.31,4.24,3.42,paypal,express_shipping,1
7481,1515,2026-05-27,175.65,18.08,12.35,paypal,standard_shipping,1
7482,1720,2026-11-09,237.07,18.9,3.93,paypal,standard_shipping,0
7483,7593,2024-11-03,16.31,34.42,2.45,credit_card,express_shipping,0
7484,418,2024-11-03,98.89,15.25,1.87,paypal,standard_shipping,0
7485,11677,2025-06-07,18.36,2.41,12.18,apple_pay,standard_shipping,1
7486,645,2025-11-19,135.75,35.43,14.74,apple_pay,express_shipping,1
7487,2346,2024-12-31,104.23,28.91,10.57,paypal,express_shipping,1
7488,638,2026-02-22,242.06,13.42,7.89,paypal,standard_shipping,1
7489,8827,2025-08-14,211.02,17.45,10.74,credit_card,express_shipping,1
7490,1081,2026-03-31,161.06,38.74,4.33,paypal,express_shipping,1
7491,6395,2024-06-23,41.07,4.12,12.19,credit_card,express_shipping,1
7492,82,2026-05-14,68.73,26.88,1.42,apple_pay,express_shipping,0
7493,9712,2025-01-26,159.32,14.3,8.58,credit_card,express_shipping,1
7494,1463,2024-06-06,134.64,31.04,2.95,credit_card,express_shipping,0
7495,11253,2025-07-31,218.46,9.83,6.63,credit_card,express_shipping,0
7496,10292,2025-01-17,109.07,9.28,14.6,apple_pay,standard_shipping,1
7497,8069,2024-09-25,136.99,17.26,0.53,paypal,standard_shipping,1
7498,10922,2026-05-26,74.52,10.44,11.53,paypal,standard_shipping,0
7499,11045,2026-07-02,69.45,6.71,0.42,paypal,express_shipping,1
7500,3226,2024-07-11,234.66,6.7,5.06,apple_pay,express_shipping,1
7501,6650,2024-08-25,56.08,10.99,9.88,apple_pay,standard_shipping,0
7502,4053,2025-03-07,229.05,20.98,9.66,credit_card,standard_shipping,0
7503,219,2024-07-02,88.23,14.21,6.49,apple_pay,standard_shipping,0
7504,75,2025-05-03,123.67,22.72,12.72,credit_card,express_shipping,0
7505,9298,2024-01-26,119.27,0.42,8.89,apple_pay,express_shipping,0
7506,5785,2026-07-08,128.31,17.0,7.81,credit_card,standard_shipping,0
7507,9155,2025-06-23,91.35,4.54,2.26,credit_card,express_shipping,1
7508,5368,2025-11-01,153.77,26.52,4.34,apple_pay,standard_shipping,1
7509,5027,2025-05-03,60.43,32.97,5.81,apple_pay,express_shipping,1
7510,6093,2024-12-28,226.24,25.24,3.33,credit_card,express_shipping,1
7511,5229,2026-09-25,123.79,34.98,6.08,apple_pay,standard_shipping,1
7512,4497,2024-03-31,94.37,30.55,9.09,apple_pay,express_shipping,0
7513,2993,2024-12-31,153.72,8.56,8.91,paypal,express_shipping,0
7514,10008,2024-05-01,44.69,31.98,10.33,credit_card,standard_shipping,1
7515,8344,2025-06-07,87.28,0.1,9.79,apple_pay,express_shipping,1
7516,8649,2024-02-14,68.05,14.06,9.62,apple_pay,standard_shipping,1
7517,4657,2026-09-19,80.7,4.94,7.68,paypal,standard_shipping,0
7518,1651,2026-05-10,105.93,33.08,5.9,paypal,standard_shipping,0
7519,1974,2026-03-17,125.38,0.62,9.86,paypal,standard_shipping,1
7520,6,2024-07-24,230.69,0.13,10.45,credit_card,standard_shipping,0
7521,9410,2026-03-22,195.52,25.18,5.14,paypal,express_shipping,0
7522,10518,2025-11-10,130.19,6.61,7.76,credit_card,standard_shipping,1
7523,5911,2025-12-11,34.95,38.94,0.73,apple_pay,standard_shipping,0
7524,4229,2024-12-01,85.98,30.84,10.78,credit_card,express_shipping,0
7525,6141,2024-12-15,154.66,31.94,1.94,credit_card,standard_shipping,1
7526,7122,2026-10-23,75.3,19.77,6.16,paypal,express_shipping,0
7527,4292,2025-08-20,239.73,12.16,10.2,apple_pay,standard_shipping,1
7528,8833,2025-09-07,90.39,32.03,4.67,paypal,express_shipping,0
7529,11852,2026-12-23,90.15,0.53,12.69,apple_pay,express_shipping,1
7530,178,2025-01-03,28.9,10.28,1.22,apple_pay,standard_shipping,1
7531,2057,2025-05-06,223.05,20.0,2.7,credit_card,standard_shipping,1
7532,10550,2025-11-09,108.12,18.63,13.4,apple_pay,express_shipping,0
7533,1958,2024-04-12,93.76,35.85,8.48,paypal,express_shipping,1
7534,11331,2026-11-04,27.62,0.36,12.29,apple_pay,express_shipping,1
7535,132,2025-02-02,51.46,12.71,7.1,paypal,standard_shipping,1
7536,1486,2024-06-01,221.92,38.49,9.74,apple_pay,standard_shipping,0
7537,8538,2026-06-13,193.97,26.11,12.94,credit_card,standard_shipping,0
7538,6601,2026-11-19,175.24,2.04,1.47,paypal,express_shipping,1
7539,1152,2026-09-08,182.57,13.55,1.68,apple_pay,standard_shipping,0
7540,3933,2026-04-25,28.68,34.47,0.58,paypal,standard_shipping,0
7541,4922,2024-04-29,199.27,34.48,14.47,credit_card,express_shipping,0
7542,4828,2024-10-28,77.1,6.12,2.17,paypal,express_shipping,1
7543,5081,2024-12-20,140.5,36.26,9.21,credit_card,express_shipping,1
7544,6528,2025-07-27,94.39,19.7,12.39,credit_card,standard_shipping,0
7545,4332,2026-03-21,197.9,37.03,1.7,apple_pay,express_shipping,0
7546,6252,2025-06-04,107.16,4.54,1.89,credit_card,standard_shipping,0
7547,11501,2025-09-15,119.07,25.86,0.9,paypal,express_shipping,1
7548,6665,2026-03-14,240.88,36.72,10.5,apple_pay,standard_shipping,0
7549,8883,2024-02-03,132.91,13.1,0.64,apple_pay,standard_shipping,1
7550,3240,2025-05-18,122.68,13.92,12.91,apple_pay,express_shipping,1
7551,10262,2026-01-12,243.12,37.36,10.43,paypal,express_shipping,1
7552,6328,2025-12-03,95.63,15.31,12.86,paypal,standard_shipping,1
7553,1506,2026-08-26,156.93,16.48,10.07,credit_card,express_shipping,1
7554,2999,2024-10-05,213.03,11.54,2.77,paypal,express_shipping,0
7555,4868,2024-07-27,208.0,27.04,4.84,paypal,standard_shipping,0
7556,3666,2025-08-06,104.64,36.68,10.53,paypal,standard_shipping,1
7557,1582,2026-11-17,173.19,11.64,12.23,apple_pay,express_shipping,0
7558,1406,2025-01-07,111.39,34.65,1.62,paypal,express_shipping,0
7559,7552,2024-01-16,77.92,20.63,2.23,apple_pay,express_shipping,0
7560,6913,2026-06-13,18.95,27.61,3.47,apple_pay,express_shipping,0
7561,3325,2026-08-24,155.99,35.94,13.97,credit_card,standard_shipping,1
7562,3664,2025-06-26,96.76,30.18,7.16,credit_card,standard_shipping,1
7563,5803,2024-08-01,206.12,27.75,2.3,paypal,standard_shipping,0
7564,8805,2026-08-15,127.65,13.9,1.19,paypal,express_shipping,1
7565,1530,2025-11-03,127.91,34.65,13.39,apple_pay,express_shipping,1
7566,9760,2024-06-01,167.4,13.67,13.57,credit_card,express_shipping,0
7567,4654,2025-11-19,50.81,22.7,9.86,credit_card,standard_shipping,1
7568,1743,2025-06-26,132.45,33.26,4.24,apple_pay,express_shipping,0
7569,2723,2024-09-27,195.49,29.0,1.27,apple_pay,express_shipping,0
7570,6118,2026-03-18,149.6,5.93,1.15,paypal,standard_shipping,0
7571,7468,2024-08-26,192.47,10.33,14.66,paypal,express_shipping,0
7572,11905,2026-11-20,214.47,23.35,10.84,apple_pay,express_shipping,1
7573,5416,2026-06-26,29.87,25.06,0.28,apple_pay,express_shipping,1
7574,2573,2025-07-22,16.49,38.5,1.32,apple_pay,express_shipping,1
7575,9410,2026-02-27,39.54,17.9,10.58,paypal,express_shipping,1
7576,10782,2026-05-07,134.56,5.87,13.39,credit_card,standard_shipping,0
7577,11206,2025-04-28,113.64,23.77,11.81,credit_card,express_shipping,0
7578,3371,2025-12-05,62.92,21.63,0.36,apple_pay,standard_shipping,1
7579,5660,2025-09-21,91.54,18.61,11.48,apple_pay,standard_shipping,0
7580,8823,2025-11-08,190.76,37.89,1.37,paypal,standard_shipping,1
7581,3505,2024-03-17,225.46,39.09,4.07,credit_card,express_shipping,1
7582,8695,2026-04-23,163.26,34.65,13.48,apple_pay,express_shipping,1
7583,1553,2026-10-29,140.31,6.89,9.93,apple_pay,standard_shipping,1
7584,1393,2026-06-29,211.05,18.03,0.24,paypal,standard_shipping,0
7585,3081,2025-01-07,231.42,3.79,1.1,credit_card,standard_shipping,0
7586,5875,2025-04-15,179.37,31.35,12.9,apple_pay,express_shipping,0
7587,5262,2026-03-08,141.67,6.36,14.96,apple_pay,express_shipping,0
7588,9144,2026-04-15,238.41,27.73,10.69,credit_card,standard_shipping,1
7589,10037,2025-05-20,107.57,30.2,9.03,credit_card,standard_shipping,0
7590,11550,2026-08-13,196.36,16.78,6.0,paypal,express_shipping,0
7591,8880,2025-12-04,52.78,38.37,9.87,apple_pay,standard_shipping,1
7592,9982,2025-08-05,57.67,12.09,0.57,paypal,express_shipping,1
7593,3478,2026-01-27,195.61,21.71,14.29,credit_card,standard_shipping,0
7594,8804,2024-10-14,42.99,5.13,5.55,credit_card,express_shipping,1
7595,6041,2025-10-02,212.4,39.79,5.28,apple_pay,express_shipping,1
7596,4750,2024-11-01,148.52,38.74,14.09,apple_pay,standard_shipping,1
7597,8374,2025-03-01,40.01,6.22,13.02,paypal,express_shipping,0
7598,11127,2025-01-26,223.05,0.8,6.9,credit_card,express_shipping,1
7599,10829,2025-06-02,147.73,23.4,1.74,paypal,standard_shipping,0
7600,1481,2024-03-16,231.48,32.16,4.45,credit_card,standard_shipping,0
7601,7879,2024-11-12,109.6,32.59,6.09,credit_card,standard_shipping,0
7602,9173,2024-04-25,115.6,18.75,8.85,apple_pay,express_shipping,1
7603,9153,2024-12-02,111.55,7.08,7.97,paypal,standard_shipping,0
7604,11310,2024-07-05,233.12,5.61,2.64,apple_pay,express_shipping,0
7605,2094,2026-04-13,190.93,20.45,2.61,paypal,standard_shipping,1
7606,10498,2025-12-27,19.57,22.22,14.0,paypal,express_shipping,0
7607,2645,2026-03-17,211.71,22.9,2.34,apple_pay,standard_shipping,0
7608,6151,2026-11-16,142.33,5.42,2.6,apple_pay,standard_shipping,0
7609,9164,2025-08-06,132.61,7.09,1.99,apple_pay,express_shipping,0
7610,8064,2026-02-22,71.87,28.78,11.38,credit_card,standard_shipping,1
7611,2383,2026-12-30,75.1,12.33,10.2,paypal,express_shipping,0
7612,2196,2025-05-25,131.73,23.22,13.16,apple_pay,express_shipping,0
7613,10961,2024-04-10,94.07,17.68,2.44,paypal,standard_shipping,1
7614,1670,2025-10-27,15.64,4.1,3.04,credit_card,express_shipping,1
7615,4049,2024-10-25,72.88,39.47,5.96,credit_card,standard_shipping,1
7616,9198,2026-12-25,122.04,28.0,5.09,credit_card,express_shipping,0
7617,557,2024-09-12,51.07,9.15,7.62,paypal,express_shipping,1
7618,7578,2024-01-25,219.32,19.23,1.7,credit_card,express_shipping,1
7619,8066,2025-12-19,232.24,8.63,4.59,apple_pay,standard_shipping,0
7620,5560,2024-12-19,158.35,9.07,8.89,credit_card,express_shipping,1
7621,4529,2024-06-17,139.87,8.06,6.91,apple_pay,express_shipping,1
7622,6603,2024-12-29,100.67,0.57,8.35,paypal,express_shipping,1
7623,2297,2024-07-03,65.51,29.01,4.53,apple_pay,express_shipping,0
7624,5197,2026-02-05,174.39,28.97,12.52,apple_pay,express_shipping,1
7625,4890,2025-12-28,196.18,2.89,8.58,paypal,express_shipping,1
7626,2983,2026-02-04,188.38,17.17,3.98,paypal,standard_shipping,1
7627,5918,2024-01-10,165.61,20.41,12.93,apple_pay,express_shipping,1
7628,9220,2025-10-12,91.16,13.52,8.84,apple_pay,standard_shipping,0
7629,10304,2026-12-16,89.32,34.06,2.91,apple_pay,express_shipping,0
7630,11912,2026-03-15,222.43,19.48,5.89,apple_pay,express_shipping,0
7631,9579,2024-01-08,114.47,5.19,5.5,credit_card,standard_shipping,1
7632,7976,2024-06-29,187.31,38.98,3.89,credit_card,express_shipping,0
7633,6466,2024-09-19,44.84,20.21,3.7,paypal,standard_shipping,0
7634,5178,2026-07-21,67.72,36.27,7.48,credit_card,standard_shipping,0
7635,1968,2024-05-22,86.55,4.93,9.89,credit_card,standard_shipping,1
7636,7355,2024-02-03,64.44,9.2,1.69,apple_pay,express_shipping,1
7637,5134,2025-09-11,162.74,14.39,6.67,paypal,express_shipping,0
7638,3597,2026-11-06,218.11,5.01,10.25,credit_card,express_shipping,1
7639,7383,2026-10-19,16.3,29.72,0.78,paypal,standard_shipping,1
7640,2319,2026-12-14,199.28,35.86,4.9,paypal,express_shipping,1
7641,1412,2025-04-28,196.66,7.5,4.02,apple_pay,express_shipping,0
7642,2062,2025-08-01,116.52,36.03,12.08,credit_card,standard_shipping,0
7643,11549,2024-01-14,94.09,8.5,6.83,credit_card,express_shipping,0
7644,9446,2024-04-09,140.4,38.04,7.5,credit_card,standard_shipping,0
7645,2132,2024-06-23,141.96,29.99,13.7,apple_pay,standard_shipping,0
7646,11244,2026-12-14,188.99,13.57,5.7,paypal,express_shipping,0
7647,7714,2025-09-24,49.03,28.35,8.15,apple_pay,standard_shipping,1
7648,6798,2024-10-14,234.69,2.1,7.02,credit_card,standard_shipping,1
7649,4546,2026-10-25,83.34,2.36,11.63,apple_pay,standard_shipping,1
7650,4222,2025-10-17,191.26,35.09,9.35,paypal,standard_shipping,0
7651,5630,2026-10-22,142.01,26.18,5.15,credit_card,standard_shipping,0
7652,10149,2026-07-15,15.58,32.37,1.28,apple_pay,express_shipping,0
7653,10906,2024-01-15,147.62,25.72,5.98,credit_card,standard_shipping,0
7654,9811,2026-07-04,162.49,10.1,2.86,apple_pay,standard_shipping,0
7655,2705,2026-10-22,68.92,28.65,10.18,apple_pay,standard_shipping,0
7656,10762,2025-01-07,82.23,29.65,9.81,apple_pay,express_shipping,1
7657,7727,2026-01-07,191.79,26.8,1.7,credit_card,express_shipping,0
7658,11430,2024-03-09,87.14,19.52,8.65,paypal,express_shipping,0
7659,3554,2025-01-30,222.81,19.02,12.69,apple_pay,express_shipping,0
7660,8236,2024-05-22,27.06,33.64,11.03,apple_pay,standard_shipping,1
7661,4406,2024-08-07,138.03,26.88,12.1,paypal,express_shipping,1
7662,6333,2025-10-23,133.96,20.49,0.86,credit_card,express_shipping,0
7663,1101,2025-07-24,172.33,2.08,4.12,credit_card,express_shipping,0
7664,1132,2025-03-04,108.93,17.81,9.47,credit_card,express_shipping,1
7665,6035,2026-11-05,57.73,23.92,14.18,apple_pay,express_shipping,1
7666,10043,2025-01-26,153.26,7.26,4.07,paypal,standard_shipping,0
7667,652,2024-05-24,69.0,0.46,5.09,apple_pay,express_shipping,1
7668,6117,2026-03-26,186.15,19.89,14.31,paypal,standard_shipping,1
7669,10494,2025-06-02,228.27,20.8,6.23,apple_pay,express_shipping,1
7670,1480,2024-07-19,215.43,11.8,2.8,apple_pay,express_shipping,0
7671,6464,2025-09-17,178.72,6.91,7.98,credit_card,standard_shipping,0
7672,11065,2024-04-06,162.95,3.77,3.31,credit_card,express_shipping,0
7673,10974,2026-03-27,206.67,21.2,14.73,apple_pay,express_shipping,1
7674,2506,2025-09-05,108.95,3.33,6.82,paypal,standard_shipping,0
7675,2973,2025-03-21,120.86,16.32,13.93,paypal,standard_shipping,1
7676,9908,2026-10-10,40.67,15.49,7.92,apple_pay,express_shipping,0
7677,853,2026-03-01,18.96,15.36,0.44,apple_pay,standard_shipping,1
7678,8324,2026-04-18,191.84,23.29,10.62,paypal,standard_shipping,0
7679,8829,2024-10-01,129.69,5.02,4.95,paypal,express_shipping,0
7680,7021,2026-01-20,107.11,2.55,5.55,credit_card,express_shipping,1
7681,9493,2024-09-07,230.18,25.51,9.7,credit_card,express_shipping,0
7682,2043,2025-07-17,86.53,36.79,6.05,credit_card,express_shipping,0
7683,11652,2025-09-22,94.79,19.99,9.5,apple_pay,express_shipping,1
7684,31,2024-09-12,57.64,22.18,6.47,apple_pay,standard_shipping,0
7685,6212,2024-03-27,39.37,9.13,8.66,paypal,express_shipping,1
7686,651,2024-04-22,91.35,10.08,8.01,credit_card,standard_shipping,0
7687,7605,2024-07-06,92.07,13.79,1.14,credit_card,standard_shipping,1
7688,6169,2025-02-04,88.51,10.01,5.38,paypal,express_shipping,1
7689,4280,2025-08-15,52.32,7.84,3.3,paypal,express_shipping,0
7690,7238,2024-12-18,227.24,27.52,3.62,paypal,standard_shipping,1
7691,3650,2025-03-21,67.54,4.45,6.75,credit_card,standard_shipping,1
7692,5601,2026-07-01,69.02,26.53,8.6,credit_card,express_shipping,1
7693,4730,2024-08-19,240.4,11.75,5.35,apple_pay,express_shipping,1
7694,3158,2026-12-11,91.5,36.3,0.42,credit_card,standard_shipping,1
7695,6692,2026-05-02,24.49,33.62,7.83,credit_card,express_shipping,0
7696,7727,2024-09-14,217.2,10.92,2.05,apple_pay,express_shipping,1
7697,2210,2025-11-01,175.02,39.24,8.3,paypal,standard_shipping,1
7698,6497,2024-02-13,61.8,20.62,10.52,paypal,express_shipping,1
7699,11699,2025-06-23,84.59,30.16,8.23,credit_card,standard_shipping,1
7700,7464,2024-09-19,111.23,11.98,3.36,apple_pay,standard_shipping,0
7701,9840,2024-07-17,42.49,6.54,8.67,paypal,express_shipping,0
7702,7168,2025-11-14,239.17,1.93,12.8,apple_pay,express_shipping,1
7703,10985,2026-04-13,119.13,32.62,13.99,apple_pay,standard_shipping,1
7704,10966,2026-09-18,209.2,23.33,11.77,apple_pay,standard_shipping,1
7705,3071,2025-10-04,179.97,19.25,12.25,paypal,express_shipping,1
7706,6869,2024-08-22,142.52,2.6,12.42,credit_card,standard_shipping,0
7707,7524,2026-11-21,231.15,25.72,5.46,paypal,standard_shipping,0
7708,9013,2024-04-08,138.83,37.02,11.65,paypal,standard_shipping,0
7709,9182,2024-08-02,68.18,12.99,2.02,paypal,express_shipping,0
7710,5624,2026-03-29,122.18,32.3,1.67,credit_card,standard_shipping,1
7711,6781,2026-03-29,93.34,3.54,10.22,credit_card,express_shipping,1
7712,2048,2024-03-04,158.77,4.62,9.78,paypal,express_shipping,0
7713,9668,2024-01-13,26.07,17.59,4.77,paypal,express_shipping,1
7714,1825,2025-02-25,211.64,30.85,6.31,paypal,standard_shipping,0
7715,11766,2026-05-05,201.63,2.1,2.71,paypal,express_shipping,0
7716,2850,2026-05-11,90.83,34.45,1.15,credit_card,express_shipping,1
7717,6418,2025-03-26,98.45,13.55,14.98,credit_card,express_shipping,1
7718,335,2026-01-11,75.01,17.91,14.86,credit_card,express_shipping,1
7719,4080,2026-05-01,210.88,17.76,8.16,paypal,standard_shipping,0
7720,11840,2026-01-07,206.58,15.87,10.73,paypal,express_shipping,1
7721,2496,2026-07-04,196.43,21.74,3.67,credit_card,express_shipping,0
7722,4604,2025-11-10,175.47,16.82,4.81,credit_card,express_shipping,0
7723,9698,2026-11-20,236.22,6.08,9.46,apple_pay,express_shipping,1
7724,8102,2026-08-06,27.85,19.17,14.28,credit_card,standard_shipping,1
7725,3827,2024-08-05,169.05,32.85,13.93,paypal,express_shipping,0
7726,9085,2026-06-17,115.27,37.25,0.4,paypal,standard_shipping,0
7727,11544,2024-07-08,194.08,19.4,12.63,paypal,standard_shipping,1
7728,3476,2025-10-07,40.82,19.5,8.68,paypal,standard_shipping,1
7729,7468,2026-05-24,77.4,28.94,0.97,credit_card,standard_shipping,1
7730,3342,2024-05-21,139.62,33.12,7.4,apple_pay,express_shipping,1
7731,3145,2025-12-17,245.7,13.59,7.39,paypal,express_shipping,1
7732,10013,2024-06-18,63.03,33.6,7.96,credit_card,express_shipping,0
7733,11057,2026-02-05,156.29,3.11,0.94,paypal,express_shipping,0
7734,4151,2024-11-21,191.79,1.09,2.8,credit_card,express_shipping,0
7735,1889,2026-07-22,216.3,12.03,2.8,credit_card,express_shipping,0
7736,2707,2026-03-29,65.72,39.36,5.31,apple_pay,standard_shipping,0
7737,5163,2026-04-05,193.42,4.21,5.35,credit_card,express_shipping,0
7738,1883,2024-06-21,81.53,24.08,7.94,apple_pay,express_shipping,1
7739,7428,2024-07-25,52.24,23.62,14.09,paypal,standard_shipping,0
7740,2834,2025-09-25,34.05,21.34,8.17,apple_pay,standard_shipping,1
7741,2832,2025-05-08,162.76,20.53,1.3,paypal,express_shipping,0
7742,2033,2025-09-04,245.96,21.09,8.6,apple_pay,express_shipping,0
7743,2829,2025-01-27,227.75,33.49,10.2,apple_pay,standard_shipping,0
7744,7671,2024-06-11,91.96,21.86,2.09,paypal,express_shipping,0
7745,499,2024-12-04,220.96,37.14,9.04,apple_pay,standard_shipping,1
7746,10335,2026-04-26,239.33,30.37,10.79,paypal,standard_shipping,1
7747,9230,2025-01-07,176.34,22.67,0.52,credit_card,express_shipping,0
7748,4157,2026-09-06,219.41,34.2,6.24,credit_card,express_shipping,0
7749,8265,2025-04-14,114.25,31.86,9.06,credit_card,express_shipping,1
7750,7551,2025-10-08,201.64,1.71,8.69,credit_card,standard_shipping,1
7751,7800,2026-07-21,134.29,23.86,13.85,credit_card,standard_shipping,1
7752,1757,2025-03-20,183.29,39.14,2.21,credit_card,express_shipping,1
7753,9028,2026-10-16,91.79,39.63,1.33,credit_card,standard_shipping,1
7754,419,2024-10-27,113.29,4.51,14.88,credit_card,express_shipping,1
7755,2046,2025-10-17,196.88,24.38,2.61,paypal,standard_shipping,1
7756,10126,2024-09-19,249.97,14.47,13.72,paypal,standard_shipping,1
7757,9411,2024-05-30,159.15,25.48,7.83,credit_card,standard_shipping,1
7758,2786,2026-07-29,36.89,15.5,1.77,apple_pay,standard_shipping,0
7759,2607,2025-06-06,189.36,27.97,2.3,credit_card,express_shipping,1
7760,6545,2026-02-21,90.81,17.47,8.52,credit_card,standard_shipping,0
7761,7016,2025-01-08,62.95,10.58,6.17,paypal,express_shipping,1
7762,3459,2026-05-10,186.69,3.07,11.35,credit_card,express_shipping,0
7763,2196,2025-10-21,231.23,5.17,9.74,credit_card,express_shipping,1
7764,11603,2026-07-25,173.64,22.04,7.26,apple_pay,standard_shipping,1
7765,2935,2025-05-11,29.5,10.07,0.92,credit_card,standard_shipping,0
7766,10201,2026-01-17,240.8,39.63,13.49,credit_card,express_shipping,1
7767,10696,2024-04-17,79.48,31.92,2.39,credit_card,express_shipping,0
7768,2608,2024-07-30,64.51,17.97,7.5,credit_card,standard_shipping,0
7769,1843,2024-09-06,195.37,18.27,5.35,credit_card,standard_shipping,1
7770,1135,2026-03-29,59.65,0.91,3.21,paypal,standard_shipping,0
7771,8300,2026-04-07,91.62,37.43,0.29,credit_card,express_shipping,0
7772,1305,2026-02-05,240.77,18.55,6.98,paypal,standard_shipping,1
7773,9391,2026-08-08,163.55,19.57,4.41,credit_card,express_shipping,0
7774,2918,2024-03-26,15.58,24.26,9.68,paypal,standard_shipping,1
7775,5752,2024-01-26,43.59,20.9,10.2,apple_pay,standard_shipping,0
7776,1016,2025-03-28,240.24,6.7,10.98,paypal,standard_shipping,1
7777,10849,2026-02-12,161.23,4.9,12.9,apple_pay,standard_shipping,1
7778,2617,2025-05-04,162.57,12.46,8.64,paypal,standard_shipping,1
7779,10883,2024-07-15,118.12,27.42,5.6,credit_card,standard_shipping,1
7780,815,2026-03-19,223.0,12.37,8.9,paypal,standard_shipping,1
7781,6968,2026-03-02,116.37,24.52,7.44,apple_pay,standard_shipping,0
7782,8290,2026-02-18,53.63,31.36,8.46,credit_card,express_shipping,1
7783,4644,2025-09-26,78.22,8.47,6.83,paypal,standard_shipping,0
7784,6367,2026-04-29,198.12,8.27,5.36,apple_pay,standard_shipping,1
7785,11916,2024-01-15,59.46,26.41,13.21,paypal,standard_shipping,1
